Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Rio Grande,431560,RS,Sul,FIOCRUZ/ASTRAZENECA,41473,39101,2372
Rio Grande,431560,RS,Sul,PFIZER/BIONTECH,754,754,0
Rio Grande Da Serra,354410,SP,Sudeste,BUTANTAN/SINOVAC,6755,3727,3028
Rio Grande Da Serra,354410,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6400,6149,251
Rio Grande Da Serra,354410,SP,Sudeste,PFIZER/BIONTECH,314,313,1
Rio Grande Do Piauí,220900,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1364,1228,136
Rio Grande Do Piauí,220900,PI,Nordeste,BUTANTAN/SINOVAC,1350,699,651
Rio Largo,270770,AL,Nordeste,FIOCRUZ/ASTRAZENECA,17170,16629,541
Rio Largo,270770,AL,Nordeste,BUTANTAN/SINOVAC,11765,6784,4981
Rio Largo,270770,AL,Nordeste,PFIZER/BIONTECH,1092,1090,2
Rio Manso,315530,MG,Sudeste,BUTANTAN/SINOVAC,1496,757,739
Rio Manso,315530,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1355,1224,131
Rio Manso,315530,MG,Sudeste,PFIZER/BIONTECH,33,33,0
Rio Maria,150616,PA,Norte,FIOCRUZ/ASTRAZENECA,2981,2288,693
Rio Maria,150616,PA,Norte,BUTANTAN/SINOVAC,2112,1115,997
Rio Negrinho,421500,SC,Sul,BUTANTAN/SINOVAC,3371,2407,964
Rio Negrinho,421500,SC,Sul,FIOCRUZ/ASTRAZENECA,563,558,5
Rio Negro,412230,PR,Sul,FIOCRUZ/ASTRAZENECA,6867,6801,66
Rio Negro,412230,PR,Sul,BUTANTAN/SINOVAC,5768,3127,2641
Rio Negro,412230,PR,Sul,PFIZER/BIONTECH,379,379,0
Rio Negro,500730,MS,Centro-Oeste,BUTANTAN/SINOVAC,1551,803,748
Rio Negro,500730,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1136,1002,134
Rio Negro,500730,MS,Centro-Oeste,PFIZER/BIONTECH,130,130,0
Rio Novo,315540,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2284,2107,177
Rio Novo,315540,MG,Sudeste,BUTANTAN/SINOVAC,2143,1076,1067
Rio Novo,315540,MG,Sudeste,PFIZER/BIONTECH,123,123,0
Rio Novo Do Sul,320440,ES,Sudeste,BUTANTAN/SINOVAC,3292,1708,1584
Rio Novo Do Sul,320440,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2577,2435,142
Rio Novo Do Sul,320440,ES,Sudeste,PFIZER/BIONTECH,308,308,0
Rio Paranaíba,315550,MG,Sudeste,BUTANTAN/SINOVAC,3594,1820,1774
Rio Paranaíba,315550,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2425,2244,181
Rio Paranaíba,315550,MG,Sudeste,PFIZER/BIONTECH,233,233,0
Rio Pardo,431570,RS,Sul,BUTANTAN/SINOVAC,11214,5772,5442
Rio Pardo,431570,RS,Sul,FIOCRUZ/ASTRAZENECA,10426,9390,1036
Rio Pardo,431570,RS,Sul,PFIZER/BIONTECH,525,525,0
Rio Pardo De Minas,315560,MG,Sudeste,BUTANTAN/SINOVAC,5883,3099,2784
Rio Pardo De Minas,315560,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4304,3964,340
Rio Pardo De Minas,315560,MG,Sudeste,PFIZER/BIONTECH,786,786,0
Rio Piracicaba,315570,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5652,4351,1301
Rio Piracicaba,315570,MG,Sudeste,BUTANTAN/SINOVAC,3219,1705,1514
Rio Piracicaba,315570,MG,Sudeste,PFIZER/BIONTECH,217,217,0
Rio Pomba,315580,MG,Sudeste,BUTANTAN/SINOVAC,3559,2051,1508
Rio Pomba,315580,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2492,2153,339
Rio Pomba,315580,MG,Sudeste,PFIZER/BIONTECH,154,154,0
Rio Preto,315590,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1399,1284,115
Rio Preto,315590,MG,Sudeste,BUTANTAN/SINOVAC,1358,670,688
Rio Preto,315590,MG,Sudeste,PFIZER/BIONTECH,74,74,0
Rio Preto Da Eva,130356,AM,Norte,FIOCRUZ/ASTRAZENECA,3489,2678,811
Rio Preto Da Eva,130356,AM,Norte,BUTANTAN/SINOVAC,2699,1678,1021
Rio Quente,521878,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,943,872,71
Rio Quente,521878,GO,Centro-Oeste,BUTANTAN/SINOVAC,575,289,286
Rio Quente,521878,GO,Centro-Oeste,PFIZER/BIONTECH,10,10,0
Rio Real,292700,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5653,5149,504
Rio Real,292700,BA,Nordeste,BUTANTAN/SINOVAC,3689,2332,1357
Rio Rufino,421505,SC,Sul,FIOCRUZ/ASTRAZENECA,743,705,38
Rio Rufino,421505,SC,Sul,BUTANTAN/SINOVAC,659,370,289
Rio Rufino,421505,SC,Sul,PFIZER/BIONTECH,24,24,0
Rio Sono,171875,TO,Norte,BUTANTAN/SINOVAC,1195,671,524
Rio Sono,171875,TO,Norte,FIOCRUZ/ASTRAZENECA,420,387,33
Rio Tinto,251290,PB,Nordeste,BUTANTAN/SINOVAC,8945,4570,4375
Rio Tinto,251290,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3320,3028,292
Rio Tinto,251290,PB,Nordeste,PFIZER/BIONTECH,200,200,0
Rio Verde,521880,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,42571,37732,4839
Rio Verde,521880,GO,Centro-Oeste,BUTANTAN/SINOVAC,34237,18773,15464
Rio Verde,521880,GO,Centro-Oeste,PFIZER/BIONTECH,9303,9295,8
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,BUTANTAN/SINOVAC,5360,2786,2574
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5048,4553,495
Rio Verde De Mato Grosso,500740,MS,Centro-Oeste,PFIZER/BIONTECH,349,349,0
Rio Vermelho,315600,MG,Sudeste,BUTANTAN/SINOVAC,2527,1446,1081
Rio Vermelho,315600,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1115,1044,71
Riolândia,354420,SP,Sudeste,BUTANTAN/SINOVAC,2458,1416,1042
Riolândia,354420,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1740,1599,141
Riolândia,354420,SP,Sudeste,PFIZER/BIONTECH,97,97,0
Riozinho,431575,RS,Sul,BUTANTAN/SINOVAC,1300,661,639
Riozinho,431575,RS,Sul,FIOCRUZ/ASTRAZENECA,1005,930,75
Riozinho,431575,RS,Sul,PFIZER/BIONTECH,186,186,0
Riqueza,421507,SC,Sul,BUTANTAN/SINOVAC,1329,728,601
Riqueza,421507,SC,Sul,FIOCRUZ/ASTRAZENECA,1164,1081,83
Riqueza,421507,SC,Sul,PFIZER/BIONTECH,60,60,0
Ritápolis,315610,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1504,1379,125
Ritápolis,315610,MG,Sudeste,BUTANTAN/SINOVAC,1358,709,649
Ritápolis,315610,MG,Sudeste,PFIZER/BIONTECH,29,29,0
Riversul,354350,SP,Sudeste,BUTANTAN/SINOVAC,1407,747,660
Riversul,354350,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1389,1273,116
Riversul,354350,SP,Sudeste,PFIZER/BIONTECH,216,216,0
Roca Sales,431580,RS,Sul,BUTANTAN/SINOVAC,3062,1676,1386
Roca Sales,431580,RS,Sul,FIOCRUZ/ASTRAZENECA,2708,2450,258
Roca Sales,431580,RS,Sul,PFIZER/BIONTECH,263,262,1
Rochedo,500750,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1546,1391,155
Rochedo,500750,MS,Centro-Oeste,BUTANTAN/SINOVAC,1210,624,586
Rochedo,500750,MS,Centro-Oeste,PFIZER/BIONTECH,178,178,0
Rochedo De Minas,315620,MG,Sudeste,FIOCRUZ/ASTRAZENECA,715,666,49
Rochedo De Minas,315620,MG,Sudeste,BUTANTAN/SINOVAC,568,281,287
Rochedo De Minas,315620,MG,Sudeste,PFIZER/BIONTECH,47,47,0
Rodeio,421510,SC,Sul,BUTANTAN/SINOVAC,2870,1453,1417
Rodeio,421510,SC,Sul,FIOCRUZ/ASTRAZENECA,2514,2458,56
Rodeio,421510,SC,Sul,PFIZER/BIONTECH,209,209,0
Rodeio Bonito,431590,RS,Sul,BUTANTAN/SINOVAC,1869,935,934
Rodeio Bonito,431590,RS,Sul,FIOCRUZ/ASTRAZENECA,1535,1359,176
Rodeio Bonito,431590,RS,Sul,PFIZER/BIONTECH,181,181,0
Rodeiro,315630,MG,Sudeste,BUTANTAN/SINOVAC,1172,643,529
Rodeiro,315630,MG,Sudeste,FIOCRUZ/ASTRAZENECA,884,817,67
Rodelas,292710,BA,Nordeste,BUTANTAN/SINOVAC,3165,1666,1499
Rodelas,292710,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1070,1052,18
Rodolfo Fernandes,241100,RN,Nordeste,BUTANTAN/SINOVAC,1114,582,532
Rodolfo Fernandes,241100,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1017,956,61
Rodolfo Fernandes,241100,RN,Nordeste,PFIZER/BIONTECH,125,125,0
Rodrigues Alves,120042,AC,Norte,BUTANTAN/SINOVAC,2800,1574,1226
Rodrigues Alves,120042,AC,Norte,FIOCRUZ/ASTRAZENECA,1290,1134,156
Rolador,431595,RS,Sul,BUTANTAN/SINOVAC,765,408,357
Rolador,431595,RS,Sul,FIOCRUZ/ASTRAZENECA,686,601,85
Rolador,431595,RS,Sul,PFIZER/BIONTECH,121,121,0
Rolândia,412240,PR,Sul,BUTANTAN/SINOVAC,12212,6319,5893
Rolândia,412240,PR,Sul,FIOCRUZ/ASTRAZENECA,10673,8901,1772
Rolândia,412240,PR,Sul,PFIZER/BIONTECH,482,482,0
Rolante,431600,RS,Sul,BUTANTAN/SINOVAC,5214,2690,2524
Rolante,431600,RS,Sul,FIOCRUZ/ASTRAZENECA,4364,4157,207
Rolante,431600,RS,Sul,PFIZER/BIONTECH,143,143,0
Rolim De Moura,110028,RO,Norte,BUTANTAN/SINOVAC,9600,5055,4545
Rolim De Moura,110028,RO,Norte,FIOCRUZ/ASTRAZENECA,8529,8085,444
Rolim De Moura,110028,RO,Norte,PFIZER/BIONTECH,334,334,0
Romaria,315640,MG,Sudeste,FIOCRUZ/ASTRAZENECA,803,751,52
Romaria,315640,MG,Sudeste,BUTANTAN/SINOVAC,734,377,357
Romaria,315640,MG,Sudeste,PFIZER/BIONTECH,48,48,0
Romelândia,421520,SC,Sul,BUTANTAN/SINOVAC,1358,678,680
Romelândia,421520,SC,Sul,FIOCRUZ/ASTRAZENECA,1230,1115,115
Romelândia,421520,SC,Sul,PFIZER/BIONTECH,87,87,0
Roncador,412250,PR,Sul,FIOCRUZ/ASTRAZENECA,2070,1947,123
Roncador,412250,PR,Sul,BUTANTAN/SINOVAC,1986,1024,962
Ronda Alta,431610,RS,Sul,BUTANTAN/SINOVAC,4026,2028,1998
Ronda Alta,431610,RS,Sul,FIOCRUZ/ASTRAZENECA,2713,2382,331
Ronda Alta,431610,RS,Sul,PFIZER/BIONTECH,390,388,2
Rondinha,431620,RS,Sul,BUTANTAN/SINOVAC,2321,1185,1136
Rondinha,431620,RS,Sul,FIOCRUZ/ASTRAZENECA,1619,1370,249
Rondinha,431620,RS,Sul,PFIZER/BIONTECH,198,197,1
Rondolândia,510757,MT,Centro-Oeste,BUTANTAN/SINOVAC,527,269,258
Rondolândia,510757,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,473,440,33
Rondolândia,510757,MT,Centro-Oeste,PFIZER/BIONTECH,20,20,0
Rondon,412260,PR,Sul,FIOCRUZ/ASTRAZENECA,2468,2337,131
Rondon,412260,PR,Sul,BUTANTAN/SINOVAC,1934,1006,928
Rondon,412260,PR,Sul,PFIZER/BIONTECH,125,125,0
Rondon Do Pará,150618,PA,Norte,FIOCRUZ/ASTRAZENECA,5892,5529,363
Rondon Do Pará,150618,PA,Norte,BUTANTAN/SINOVAC,1899,1034,865
Rondonópolis,510760,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,43815,40401,3414
Rondonópolis,510760,MT,Centro-Oeste,BUTANTAN/SINOVAC,37068,21158,15910
Rondonópolis,510760,MT,Centro-Oeste,PFIZER/BIONTECH,1308,1308,0
Roque Gonzales,431630,RS,Sul,BUTANTAN/SINOVAC,2055,1084,971
Roque Gonzales,431630,RS,Sul,FIOCRUZ/ASTRAZENECA,1969,1778,191
Roque Gonzales,431630,RS,Sul,PFIZER/BIONTECH,210,210,0
Rorainópolis,140047,RR,Norte,BUTANTAN/SINOVAC,4251,2199,2052
Rorainópolis,140047,RR,Norte,FIOCRUZ/ASTRAZENECA,3049,2990,59
Rosana,354425,SP,Sudeste,BUTANTAN/SINOVAC,4592,2256,2336
Rosana,354425,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4587,4307,280
Rosana,354425,SP,Sudeste,PFIZER/BIONTECH,518,518,0
Rosário,210960,MA,Nordeste,FIOCRUZ/ASTRAZENECA,9216,8724,492
Rosário,210960,MA,Nordeste,BUTANTAN/SINOVAC,4978,2633,2345
Rosário,210960,MA,Nordeste,PFIZER/BIONTECH,111,111,0
Rosário Da Limeira,315645,MG,Sudeste,BUTANTAN/SINOVAC,1234,631,603
Rosário Da Limeira,315645,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1027,932,95
Rosário Da Limeira,315645,MG,Sudeste,PFIZER/BIONTECH,107,107,0
Rosário Do Catete,280610,SE,Nordeste,FIOCRUZ/ASTRAZENECA,1456,1456,0
Rosário Do Catete,280610,SE,Nordeste,BUTANTAN/SINOVAC,1201,800,401
Rosário Do Catete,280610,SE,Nordeste,PFIZER/BIONTECH,172,172,0
Rosário Do Ivaí,412265,PR,Sul,FIOCRUZ/ASTRAZENECA,1621,1524,97
Rosário Do Ivaí,412265,PR,Sul,BUTANTAN/SINOVAC,1388,718,670
Rosário Do Ivaí,412265,PR,Sul,PFIZER/BIONTECH,20,20,0
Rosário Do Sul,431640,RS,Sul,BUTANTAN/SINOVAC,10957,5724,5233
Rosário Do Sul,431640,RS,Sul,FIOCRUZ/ASTRAZENECA,9425,8743,682
Rosário Do Sul,431640,RS,Sul,PFIZER/BIONTECH,1456,1455,1
Rosário Oeste,510770,MT,Centro-Oeste,BUTANTAN/SINOVAC,3361,1691,1670
Rosário Oeste,510770,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2833,2629,204
Rosário Oeste,510770,MT,Centro-Oeste,PFIZER/BIONTECH,12,12,0
Roseira,354430,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2226,2058,168
Roseira,354430,SP,Sudeste,BUTANTAN/SINOVAC,1961,964,997
Roseira,354430,SP,Sudeste,PFIZER/BIONTECH,107,107,0
Roteiro,270780,AL,Nordeste,BUTANTAN/SINOVAC,872,445,427
Roteiro,270780,AL,Nordeste,FIOCRUZ/ASTRAZENECA,674,539,135
Roteiro,270780,AL,Nordeste,PFIZER/BIONTECH,126,125,1
Rubelita,315650,MG,Sudeste,BUTANTAN/SINOVAC,943,472,471
Rubelita,315650,MG,Sudeste,FIOCRUZ/ASTRAZENECA,823,717,106
Rubelita,315650,MG,Sudeste,PFIZER/BIONTECH,27,27,0
Rubiácea,354440,SP,Sudeste,BUTANTAN/SINOVAC,687,348,339
Rubiácea,354440,SP,Sudeste,FIOCRUZ/ASTRAZENECA,686,623,63
Rubiácea,354440,SP,Sudeste,PFIZER/BIONTECH,105,105,0
Rubiataba,521890,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6754,5997,757
Rubiataba,521890,GO,Centro-Oeste,BUTANTAN/SINOVAC,3179,1707,1472
Rubiataba,521890,GO,Centro-Oeste,PFIZER/BIONTECH,192,192,0
Rubim,315660,MG,Sudeste,BUTANTAN/SINOVAC,2739,1385,1354
Rubim,315660,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2035,1856,179
Rubim,315660,MG,Sudeste,PFIZER/BIONTECH,57,57,0
Rubinéia,354450,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1546,1427,119
Rubinéia,354450,SP,Sudeste,BUTANTAN/SINOVAC,1353,673,680
Rubinéia,354450,SP,Sudeste,PFIZER/BIONTECH,108,108,0
Rurópolis,150619,PA,Norte,FIOCRUZ/ASTRAZENECA,5081,4118,963
Rurópolis,150619,PA,Norte,BUTANTAN/SINOVAC,1794,922,872
Russas,231180,CE,Nordeste,BUTANTAN/SINOVAC,5660,4549,1111
Russas,231180,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1470,1451,19
Ruy Barbosa,241110,RN,Nordeste,BUTANTAN/SINOVAC,827,416,411
Ruy Barbosa,241110,RN,Nordeste,FIOCRUZ/ASTRAZENECA,732,679,53
Ruy Barbosa,241110,RN,Nordeste,PFIZER/BIONTECH,134,134,0
Ruy Barbosa,292720,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6095,5137,958
Ruy Barbosa,292720,BA,Nordeste,BUTANTAN/SINOVAC,5862,3071,2791
Ruy Barbosa,292720,BA,Nordeste,PFIZER/BIONTECH,266,264,2
Sabará,315670,MG,Sudeste,BUTANTAN/SINOVAC,25904,13532,12372
Sabará,315670,MG,Sudeste,FIOCRUZ/ASTRAZENECA,24229,21770,2459
Sabará,315670,MG,Sudeste,PFIZER/BIONTECH,2845,2843,2
Sabáudia,412270,PR,Sul,FIOCRUZ/ASTRAZENECA,1864,1766,98
Sabáudia,412270,PR,Sul,BUTANTAN/SINOVAC,1486,760,726
Sabáudia,412270,PR,Sul,PFIZER/BIONTECH,23,23,0
Sabino,354460,SP,Sudeste,BUTANTAN/SINOVAC,1677,926,751
Sabino,354460,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1597,1400,197
Sabino,354460,SP,Sudeste,PFIZER/BIONTECH,34,34,0
Sabinópolis,315680,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3923,3662,261
Sabinópolis,315680,MG,Sudeste,BUTANTAN/SINOVAC,3757,2147,1610
Sabinópolis,315680,MG,Sudeste,PFIZER/BIONTECH,184,184,0
Saboeiro,231190,CE,Nordeste,BUTANTAN/SINOVAC,2750,1511,1239
Saboeiro,231190,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1102,1030,72
Sacramento,315690,MG,Sudeste,BUTANTAN/SINOVAC,5098,2720,2378
Sacramento,315690,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4218,3934,284
Sacramento,315690,MG,Sudeste,PFIZER/BIONTECH,10,10,0
Sagrada Família,431642,RS,Sul,FIOCRUZ/ASTRAZENECA,751,660,91
Sagrada Família,431642,RS,Sul,BUTANTAN/SINOVAC,689,374,315
Sagrada Família,431642,RS,Sul,PFIZER/BIONTECH,104,104,0
Sagres,354470,SP,Sudeste,BUTANTAN/SINOVAC,835,472,363
Sagres,354470,SP,Sudeste,FIOCRUZ/ASTRAZENECA,738,673,65
Sagres,354470,SP,Sudeste,PFIZER/BIONTECH,69,69,0
Sairé,261200,PE,Nordeste,BUTANTAN/SINOVAC,1955,997,958
Sairé,261200,PE,Nordeste,FIOCRUZ/ASTRAZENECA,1930,1757,173
Sairé,261200,PE,Nordeste,PFIZER/BIONTECH,108,108,0
Saldanha Marinho,431643,RS,Sul,BUTANTAN/SINOVAC,1190,603,587
Saldanha Marinho,431643,RS,Sul,FIOCRUZ/ASTRAZENECA,786,684,102
Saldanha Marinho,431643,RS,Sul,PFIZER/BIONTECH,118,118,0
Sales,354480,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1716,1561,155
Sales,354480,SP,Sudeste,BUTANTAN/SINOVAC,1614,815,799
Sales,354480,SP,Sudeste,PFIZER/BIONTECH,156,155,1
Sales Oliveira,354490,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3113,2787,326
Sales Oliveira,354490,SP,Sudeste,BUTANTAN/SINOVAC,2971,1429,1542
Sales Oliveira,354490,SP,Sudeste,PFIZER/BIONTECH,106,106,0
Salesópolis,354500,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4699,4345,354
Salesópolis,354500,SP,Sudeste,BUTANTAN/SINOVAC,3915,2030,1885
Salesópolis,354500,SP,Sudeste,PFIZER/BIONTECH,416,416,0
Salete,421530,SC,Sul,FIOCRUZ/ASTRAZENECA,1750,1626,124
Salete,421530,SC,Sul,BUTANTAN/SINOVAC,1581,870,711
Salete,421530,SC,Sul,PFIZER/BIONTECH,107,107,0
Salgadinho,251300,PB,Nordeste,BUTANTAN/SINOVAC,598,342,256
Salgadinho,251300,PB,Nordeste,FIOCRUZ/ASTRAZENECA,479,439,40
Salgadinho,251300,PB,Nordeste,PFIZER/BIONTECH,42,42,0
Salgadinho,261210,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2273,2071,202
Salgadinho,261210,PE,Nordeste,BUTANTAN/SINOVAC,1724,916,808
Salgadinho,261210,PE,Nordeste,PFIZER/BIONTECH,53,53,0
Salgado,280620,SE,Nordeste,BUTANTAN/SINOVAC,3813,1999,1814
Salgado,280620,SE,Nordeste,FIOCRUZ/ASTRAZENECA,2360,2359,1
Salgado,280620,SE,Nordeste,PFIZER/BIONTECH,263,263,0
Salgado De São Félix,251310,PB,Nordeste,BUTANTAN/SINOVAC,4163,2325,1838
Salgado De São Félix,251310,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2533,2322,211
Salgado De São Félix,251310,PB,Nordeste,PFIZER/BIONTECH,88,88,0
Salgado Filho,412280,PR,Sul,FIOCRUZ/ASTRAZENECA,942,864,78
Salgado Filho,412280,PR,Sul,BUTANTAN/SINOVAC,915,467,448
Salgueiro,261220,PE,Nordeste,FIOCRUZ/ASTRAZENECA,20447,17875,2572
Salgueiro,261220,PE,Nordeste,BUTANTAN/SINOVAC,13014,6703,6311
Salgueiro,261220,PE,Nordeste,PFIZER/BIONTECH,1733,1731,2
Salinas,315700,MG,Sudeste,BUTANTAN/SINOVAC,5036,2866,2170
Salinas,315700,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4547,4238,309
Salinas,315700,MG,Sudeste,PFIZER/BIONTECH,146,146,0
Salinas Da Margarida,292730,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4808,4683,125
Salinas Da Margarida,292730,BA,Nordeste,BUTANTAN/SINOVAC,2307,1165,1142
Salinas Da Margarida,292730,BA,Nordeste,PFIZER/BIONTECH,287,287,0
Salinópolis,150620,PA,Norte,FIOCRUZ/ASTRAZENECA,7195,5683,1512
Salinópolis,150620,PA,Norte,BUTANTAN/SINOVAC,4410,2322,2088
Salitre,231195,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3250,3071,179
Salitre,231195,CE,Nordeste,BUTANTAN/SINOVAC,2485,1299,1186
Salitre,231195,CE,Nordeste,PFIZER/BIONTECH,12,12,0
Salmourão,354510,SP,Sudeste,BUTANTAN/SINOVAC,1193,667,526
Salmourão,354510,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1153,1055,98
Salmourão,354510,SP,Sudeste,PFIZER/BIONTECH,70,70,0
Saloá,261230,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3483,3188,295
Saloá,261230,PE,Nordeste,BUTANTAN/SINOVAC,3042,1572,1470
Saloá,261230,PE,Nordeste,PFIZER/BIONTECH,455,455,0
Saltinho,354515,SP,Sudeste,BUTANTAN/SINOVAC,3384,1893,1491
Saltinho,354515,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3339,3072,267
Saltinho,354515,SP,Sudeste,PFIZER/BIONTECH,192,192,0
Saltinho,421535,SC,Sul,FIOCRUZ/ASTRAZENECA,1097,1009,88
Saltinho,421535,SC,Sul,BUTANTAN/SINOVAC,1070,556,514
Salto,354520,SP,Sudeste,BUTANTAN/SINOVAC,20992,11359,9633
Salto,354520,SP,Sudeste,FIOCRUZ/ASTRAZENECA,20185,18472,1713
Salto,354520,SP,Sudeste,PFIZER/BIONTECH,2894,2891,3
Salto Da Divisa,315710,MG,Sudeste,BUTANTAN/SINOVAC,1343,709,634
Salto Da Divisa,315710,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1094,1015,79
Salto Da Divisa,315710,MG,Sudeste,PFIZER/BIONTECH,45,45,0
Salto De Pirapora,354530,SP,Sudeste,FIOCRUZ/ASTRAZENECA,12623,11766,857
Salto De Pirapora,354530,SP,Sudeste,BUTANTAN/SINOVAC,10617,5549,5068
Salto De Pirapora,354530,SP,Sudeste,PFIZER/BIONTECH,627,627,0
Salto Do Céu,510775,MT,Centro-Oeste,BUTANTAN/SINOVAC,857,451,406
Salto Do Céu,510775,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,836,782,54
Salto Do Céu,510775,MT,Centro-Oeste,PFIZER/BIONTECH,17,17,0
Salto Do Itararé,412290,PR,Sul,FIOCRUZ/ASTRAZENECA,1474,1416,58
Salto Do Itararé,412290,PR,Sul,BUTANTAN/SINOVAC,1025,663,362
Salto Do Jacuí,431645,RS,Sul,BUTANTAN/SINOVAC,3161,1645,1516
Salto Do Jacuí,431645,RS,Sul,FIOCRUZ/ASTRAZENECA,3018,2926,92
Salto Do Jacuí,431645,RS,Sul,PFIZER/BIONTECH,384,384,0
Salto Do Lontra,412300,PR,Sul,FIOCRUZ/ASTRAZENECA,3306,3127,179
Salto Do Lontra,412300,PR,Sul,BUTANTAN/SINOVAC,2579,1360,1219
Salto Grande,354540,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2274,2110,164
Salto Grande,354540,SP,Sudeste,BUTANTAN/SINOVAC,1943,1083,860
Salto Grande,354540,SP,Sudeste,PFIZER/BIONTECH,92,92,0
Salto Veloso,421540,SC,Sul,FIOCRUZ/ASTRAZENECA,1154,1054,100
Salto Veloso,421540,SC,Sul,BUTANTAN/SINOVAC,1055,551,504
Salto Veloso,421540,SC,Sul,PFIZER/BIONTECH,58,58,0
Salvador,292740,BA,Nordeste,BUTANTAN/SINOVAC,654139,346266,307873
Salvador,292740,BA,Nordeste,FIOCRUZ/ASTRAZENECA,600314,501365,98949
Salvador,292740,BA,Nordeste,PFIZER/BIONTECH,161613,161591,22
Salvador Das Missões,431647,RS,Sul,BUTANTAN/SINOVAC,899,464,435
Salvador Das Missões,431647,RS,Sul,FIOCRUZ/ASTRAZENECA,812,693,119
Salvador Das Missões,431647,RS,Sul,PFIZER/BIONTECH,132,132,0
Salvador Do Sul,431650,RS,Sul,BUTANTAN/SINOVAC,2273,1141,1132
Salvador Do Sul,431650,RS,Sul,FIOCRUZ/ASTRAZENECA,1627,1531,96
Salvador Do Sul,431650,RS,Sul,PFIZER/BIONTECH,186,186,0
Salvaterra,150630,PA,Norte,FIOCRUZ/ASTRAZENECA,5294,5149,145
Salvaterra,150630,PA,Norte,BUTANTAN/SINOVAC,1317,686,631
Sambaíba,210970,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1107,1018,89
Sambaíba,210970,MA,Nordeste,BUTANTAN/SINOVAC,1037,545,492
Sampaio,171880,TO,Norte,BUTANTAN/SINOVAC,692,354,338
Sampaio,171880,TO,Norte,FIOCRUZ/ASTRAZENECA,447,415,32
Sananduva,431660,RS,Sul,FIOCRUZ/ASTRAZENECA,4847,4193,654
Sananduva,431660,RS,Sul,BUTANTAN/SINOVAC,4645,2347,2298
Sananduva,431660,RS,Sul,PFIZER/BIONTECH,590,589,1
Sanclerlândia,521900,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2218,2075,143
Sanclerlândia,521900,GO,Centro-Oeste,BUTANTAN/SINOVAC,1782,971,811
Sandolândia,171884,TO,Norte,BUTANTAN/SINOVAC,903,461,442
